Common_Name,Number_Observed,distance_band,Point_Name,duration_hrs,sub_comments,Date_Time,latitude,longitude
Red-crowned Ant-Tanager,2,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Mistletoe Tyrannulet,2,outside,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Lance-tailed Manakin,2,outside,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Golden-browed Chlorophonia,2,outside,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
hummingbird sp.,1,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Brown-capped Vireo,2,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
White-tailed Emerald,1,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Clay-colored Thrush,1,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Long-tailed Silky-flycatcher,1,outside,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Blackburnian Warbler,1,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Flame-colored Tanager,1,outside,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Slate-throated Redstart,1,within,PaBLSh02,0.2,"PC,V=2,L=0,N=0",3/8/22,8.801358,-82.446702
Silver-throated Tanager,2,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
White-tailed Emerald,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Little Tinamou,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Elegant Euphonia,2,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Chestnut-capped Brushfinch,2,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Band-tailed Pigeon,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Mistletoe Tyrannulet,2,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
hummingbird sp.,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Slate-throated Redstart,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Wilson's Warbler,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Mountain Elaenia,2,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Black Vulture,2,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Bright-rumped Attila,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Brown-capped Vireo,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Mountain Thrush,2,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Olivaceous Woodcreeper,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Rufous-breasted Wren,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Brown-capped Vireo,2,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
White-tailed Emerald,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Lesser Violetear,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Blue-gray Tanager,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Yellow-bellied Siskin,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Piratic Flycatcher,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Streak-headed Woodcreeper,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Wilson's Warbler,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Scaly-breasted Wren,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Flame-colored Tanager,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Common Chlorospingus,4,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
White-naped Brushfinch,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Black Vulture,7,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Northern Emerald-Toucanet,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Silver-throated Tanager,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Yellow-throated Vireo,2,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Bay-headed Tanager,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Golden-browed Chlorophonia,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
hummingbird sp.,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Magenta-throated Woodstar,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Mistletoe Tyrannulet,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Olivaceous Woodcreeper,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Scarlet-thighed Dacnis,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Clay-colored Thrush,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Orange-billed Nightingale-Thrush,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/8/22,8.799098,-82.447031
Golden-browed Chlorophonia,1,outside,PaBHF07,0.167,"KA,V=3,L=0,N=0",3/7/22,8.80541,-82.387998
Long-tailed Silky-flycatcher,2,outside,PaBHF07,0.167,"KA,V=3,L=0,N=0",3/7/22,8.80541,-82.387998
Gray-breasted Wood-Wren,2,outside,PaBHF07,0.167,"KA,V=3,L=0,N=0",3/7/22,8.80541,-82.387998
Gray-breasted Wood-Wren,2,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Black-faced Solitaire,1,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Band-tailed Pigeon,2,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
bird sp.,1,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Black-faced Solitaire,2,outside,PaBHF07,0.167,"KA,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Hairy Woodpecker,1,within,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Gray-breasted Wood-Wren,1,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
passerine sp.,2,outside,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
passerine sp.,2,within,PaBHF07,0.167,"PC,V=4,L=0,N=0",3/7/22,8.80541,-82.387998
Ruddy-capped Nightingale-Thrush,1,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Long-tailed Silky-flycatcher,2,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Spot-crowned Woodcreeper,2,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Spot-crowned Woodcreeper,2,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Black-cheeked Warbler,2,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Black-faced Solitaire,3,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Black-faced Solitaire,3,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Silvery-fronted Tapaculo,1,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Flame-colored Tanager,1,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Brown-capped Vireo,2,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Brown-capped Vireo,2,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Gray-breasted Wood-Wren,6,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Gray-breasted Wood-Wren,6,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Rufous-browed Peppershrike,1,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Red-faced Spinetail,1,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Golden-browed Chlorophonia,2,outside,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Golden-browed Chlorophonia,2,within,PaBHF06,0.2,"KA,V=3,L=0,N=0",3/7/22,8.807901,-82.394251
Mountain Thrush,4,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Prong-billed Barbet,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Red-faced Spinetail,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Mountain Elaenia,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Rufous-browed Peppershrike,1,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Slate-throated Redstart,2,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Black-cheeked Warbler,2,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Violet Sabrewing,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Gray-breasted Wood-Wren,4,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Gray-breasted Wood-Wren,4,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Spot-crowned Woodcreeper,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Highland Tinamou,1,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
hummingbird sp.,1,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Silvery-fronted Tapaculo,1,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Black-faced Solitaire,2,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Black-faced Solitaire,2,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Bright-rumped Attila,2,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Long-tailed Silky-flycatcher,2,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Golden-browed Chlorophonia,2,outside,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Golden-browed Chlorophonia,2,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Brown-capped Vireo,2,within,PaBHF06,0.25,"PC,V=2,L=0,N=0",3/7/22,8.807901,-82.394251
Rufous-browed Peppershrike,1,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Rosy Thrush-Tanager,3,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Rufous-collared Sparrow,1,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
White-naped Brushfinch,1,within,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
hummingbird sp.,1,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Tennessee Warbler,1,within,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Scintillant Hummingbird,1,within,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Band-tailed Pigeon,10,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Mountain Elaenia,2,outside,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Mountain Elaenia,2,within,PaBHSC08,0.167,"KA,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Sulphur-winged Parakeet,2,outside,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Mountain Elaenia,5,outside,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Mountain Elaenia,5,within,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Scintillant Hummingbird,2,outside,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Scintillant Hummingbird,2,within,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Band-tailed Pigeon,15,outside,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Rosy Thrush-Tanager,4,outside,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
White-naped Brushfinch,2,within,PaBHSC08,0.167,"PC,V=3,L=0,N=0",3/6/22,8.822918,-82.486135
Mountain Elaenia,3,outside,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Mountain Elaenia,3,within,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Wilson's Warbler,1,within,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Scintillant Hummingbird,1,within,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Yellow-faced Grassquit,2,outside,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Yellow-faced Grassquit,2,within,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Band-tailed Pigeon,1,outside,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Rufous-collared Sparrow,3,within,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Three-wattled Bellbird,1,outside,PaBHSC09,0.167,"KA,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Streaked Saltator,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Three-wattled Bellbird,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Rosy Thrush-Tanager,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Band-tailed Pigeon,5,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Ochraceous Pewee,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Yellow-faced Grassquit,2,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Spotted Wood-Quail,5,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Rufous-collared Sparrow,3,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Rufous-collared Sparrow,3,within,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Scintillant Hummingbird,3,within,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
White-throated Thrush,3,within,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
White-throated Thrush,3,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Mountain Elaenia,2,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Mountain Elaenia,2,within,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
White-tipped Dove,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Broad-winged Hawk,1,outside,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Flame-colored Tanager,2,within,PaBHSC09,0.167,"PC,V=3,L=0,N=0",3/6/22,8.821721,-82.483758
Wilson's Warbler,1,outside,PaBLSh02,0.167,"KA,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Rufous-breasted Wren,1,outside,PaBLSh02,0.167,"KA,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Black Vulture,1,outside,PaBLSh02,0.167,"PC,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Swallow-tailed Kite,1,outside,PaBLSh02,0.167,"PC,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Rufous-breasted Wren,2,outside,PaBLSh02,0.167,"PC,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Wilson's Warbler,1,within,PaBLSh02,0.167,"PC,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Silver-throated Tanager,2,outside,PaBLSh02,0.167,"PC,V=3,L=0,N=0",3/5/22,8.801358,-82.446702
Black Vulture,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Dusky-capped Flycatcher,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Slate-throated Redstart,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Chestnut-sided Warbler,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Blackburnian Warbler,1,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Silver-throated Tanager,3,within,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
hummingbird sp.,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Mistletoe Tyrannulet,1,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Spotted Wood-Quail,5,outside,PaBLF02,0.167,"KA,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Scaly-breasted Wren,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
hummingbird sp.,2,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Silver-throated Tanager,4,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Silver-throated Tanager,4,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Brown-capped Vireo,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
elaenia sp. (genus Elaenia),1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Black-thighed Grosbeak,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Swallow-tailed Kite,4,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Chestnut-capped Brushfinch,2,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Slate-throated Redstart,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
White-tailed Emerald,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Golden-crowned Warbler,2,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Rufous-breasted Wren,1,outside,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Greenish Elaenia,1,within,PaBLF02,0.167,"PC,V=1,L=0,N=0",3/5/22,8.799098,-82.447031
Rosy Thrush-Tanager,2,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Olivaceous Woodcreeper,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Silver-throated Tanager,5,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Baltimore Oriole,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Tennessee Warbler,5,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Isthmian Wren,3,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Isthmian Wren,3,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Tropical Kingbird,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Lesser Violetear,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Black-and-white Warbler,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Bay-headed Tanager,2,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
White-tipped Dove,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Chiriqui Quail-Dove,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Brown-capped Vireo,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Philadelphia Vireo,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Lesser Elaenia,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
White-winged Tanager,2,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Wilson's Warbler,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Blue-gray Tanager,4,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Blue-gray Tanager,4,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Yellow-throated Vireo,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Thick-billed Euphonia,2,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Orange-billed Nightingale-Thrush,2,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Orange-billed Nightingale-Thrush,2,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Chestnut-sided Warbler,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Tropical Parula,1,within,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Dark Pewee,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Mistletoe Tyrannulet,1,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Scarlet-thighed Dacnis,6,outside,PaBLSh03,0.25,"KA,V=2,L=2,N=1",3/5/22,8.798742,-82.443445
Scarlet-thighed Dacnis,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Yellow-bellied Seedeater,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Thick-billed Euphonia,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
White-tipped Dove,1,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Bright-rumped Attila,1,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Swallow-tailed Kite,1,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Rufous-breasted Wren,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Blue-gray Tanager,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Rufous-collared Sparrow,1,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Lesser Elaenia,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Rufous-tailed Hummingbird,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Violet Sabrewing,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Mistletoe Tyrannulet,2,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Mistletoe Tyrannulet,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Piratic Flycatcher,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Slate-throated Redstart,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Tropical Kingbird,1,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Chestnut-capped Brushfinch,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Orange-billed Nightingale-Thrush,2,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Orange-billed Nightingale-Thrush,2,within,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Bronzed Cowbird,12,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
Black Vulture,3,outside,PaBLSh03,0.167,"PC,V=2,L=0,N=0",3/5/22,8.798742,-82.443445
